city,average_temp
 BRISBANE ,16.9625
 CANBERRA ,13.9375
 DARWIN ,25.8083333333333
 HOBART ,11.6958333333333
 MELBOURNE ,15.1875
 PERTH ,12.3541666666667
 SYDNEY ,19.6666666666667
